اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
0.00614304519526108,0.9166666666666666,0.9574468085106382,0.8448275862068966,0.75,0.75,0.0,0.0,0.0,1.0,0.0
0.5476086002632734,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,1.0,0.8727104249774773,0.0
0.6691531373409391,0.9166666666666666,0.7234042553191489,0.6264367816091954,0.75,0.75,0.0,0.0,0.0,0.9916009237966956,0.00044306601683650874
0.27994734532689775,0.25,0.8085106382978723,0.20402298850574713,0.75,0.0,0.0,0.0,1.0,0.8508502396281585,0.00044306601683650874
0.863975427819219,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.9823361842535583,0.0008861320336730176
0.2459412022817025,0.5,0.851063829787234,0.8649425287356322,0.75,0.0,0.0,0.0,1.0,0.817413465043979,0.0008861320336730176
0.4620447564721369,0.3333333333333333,0.6808510638297872,0.5172413793103449,0.0,0.75,0.0,0.0,0.0,0.948397558762573,0.0013291980505095262
0.22531812198332601,0.25,0.8085106382978723,0.21839080459770116,0.75,0.0,0.0,0.0,1.0,0.8173276453949789,0.0013291980505095262
0.8622202720491444,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.9426400771816827,0.001772264067346035
0.7356296621325142,0.3333333333333333,0.6808510638297872,0.5172413793103449,0.75,0.0,0.0,0.0,1.0,0.8106198106775313,0.001772264067346035
0.7871873628784555,0.25,0.8085106382978723,0.21839080459770116,0.0,0.75,0.0,0.0,0.0,0.9324974178577135,0.002215330084182544
0.10070206230802983,0.5,0.851063829787234,0.8563218390804598,0.75,0.0,0.0,0.0,1.0,0.803633074381835,0.002215330084182544
0.6204475647213691,0.25,0.8085106382978723,0.9885057471264368,0.0,0.75,0.0,0.0,0.0,0.902648513739507,0.0026583961010190524
0.7073277753400614,0.3333333333333333,0.6808510638297872,0.5172413793103449,0.75,0.0,0.0,0.0,1.0,0.7968657013618183,0.0026583961010190524
0.8032031592803861,0.41666666666666663,0.8297872340425532,0.867816091954023,0.0,0.75,0.0,0.0,0.0,0.8810175410302783,0.0031014621178555614
0.1590609916630101,0.25,0.8085106382978723,0.08045977011494253,0.75,0.0,0.0,0.0,1.0,0.7961445363033448,0.0031014621178555614
0.968187801667398,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.5,0.5,0.0,0.0,0.0,0.8708102345064894,0.00354452813469207
0.09894690653795525,0.25,0.0425531914893617,0.9310344827586207,0.75,0.0,0.0,0.0,1.0,0.792940569991315,0.00354452813469207
0.6232996928477402,0.25,0.8085106382978723,0.9885057471264368,0.0,0.75,0.0,0.0,0.0,0.8521199479668637,0.0039875941515285784
0.7147871873628785,0.25,0.2553191489361702,0.12931034482758622,0.75,0.0,0.0,0.0,1.0,0.792159154332098,0.0039875941515285784
0.9732338745063625,0.5,0.851063829787234,0.8563218390804598,0.0,0.75,0.0,0.0,0.0,0.8494765111939993,0.004430660168365087
0.26371215445370777,0.25,0.8085106382978723,0.13793103448275862,0.75,0.0,0.0,0.0,1.0,0.7879907362920608,0.004430660168365087
0.9677490127248793,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.846464153090857,0.004873726185201596
0.15928038613426942,0.9166666666666666,0.9574468085106382,0.8448275862068966,0.75,0.0,0.0,0.0,1.0,0.7831041988822962,0.004873726185201596
0.5476086002632734,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,0.0,0.845880437018018,0.005316792202038105
0.7099605089951734,0.8333333333333333,0.9361702127659575,0.3333333333333333,0.75,0.0,0.0,0.0,1.0,0.7821488596585191,0.005316792202038105
0.7235629662132514,0.25,0.8085106382978723,0.20402298850574713,0.75,0.75,0.0,0.0,0.0,0.8457675009143819,0.005759858218874613
0.19087318999561212,0.3333333333333333,0.6595744680851063,0.853448275862069,0.75,0.0,0.0,0.0,1.0,0.7805210127101749,0.005759858218874613
0.862659060991663,0.3333333333333333,0.6595744680851063,0.853448275862069,0.0,0.75,0.0,0.0,0.0,0.844368768358104,0.006202924235711123
0.7108380868802107,0.25,0.8085106382978723,0.07183908045977011,0.75,0.0,0.0,0.0,1.0,0.7739070785417055,0.006202924235711123
0.31154014918824047,0.9166666666666666,0.7234042553191489,0.8247126436781609,0.0,0.75,0.0,0.0,0.0,0.8342867771889799,0.006645990252547631
0.10245721807810443,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.75,0.0,0.0,0.0,1.0,0.773814258720992,0.006645990252547631
0.046511627906976744,0.9166666666666666,0.7234042553191489,0.8247126436781609,0.5,0.5,0.0,0.0,0.0,0.8303234027751185,0.00708905626938414
0.14304519526107942,0.9166666666666666,0.9574468085106382,0.8850574712643678,0.75,0.0,0.0,0.0,1.0,0.7711114310175939,0.00708905626938414
0.61364633611233,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,0.0,0.8292847983509657,0.007532122286220648
0.19021500658183413,0.25,0.8085106382978723,0.9885057471264368,0.75,0.0,0.0,0.0,1.0,0.7675079636778039,0.007532122286220648
0.4973672663448881,0.25,0.8085106382978723,0.08045977011494253,0.5,0.5,0.0,0.0,0.0,0.8262297514813777,0.007975188303057157
0.4175076788064941,0.25,0.8085106382978723,0.06896551724137931,0.75,0.0,0.0,0.0,1.0,0.7642009351885539,0.007975188303057157
0.018867924528301886,0.9166666666666666,0.7234042553191489,0.8247126436781609,0.0,0.75,0.0,0.0,0.0,0.8255790302561419,0.008418254319893665
0.7093023255813954,0.41666666666666663,0.5531914893617021,0.034482758620689655,0.75,0.0,0.0,0.0,1.0,0.7582184656326079,0.008418254319893665
0.8784554629223343,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,0.0,0.8242214144979254,0.008861320336730174
0.152917946467749,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.75,0.75,0.0,0.0,1.0,0.758123115925275,0.008861320336730174
0.864633611232997,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.8231653464874991,0.009304386353566682
0.7134708205353225,0.5,0.6170212765957447,0.8735632183908046,0.75,0.0,0.0,0.0,1.0,0.7550778938580909,0.009304386353566682
0.49605089951733217,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,0.0,0.8224709048915653,0.009747452370403191
0.16059675296182535,0.25,0.8085106382978723,0.07183908045977011,0.75,0.75,0.0,0.0,1.0,0.7546690101440348,0.009747452370403191
0.050680122860903905,0.25,0.8085106382978723,0.9885057471264368,0.75,0.75,0.0,0.0,0.0,0.8217569610628588,0.010190518387239701
0.7095217200526547,0.8333333333333333,0.9361702127659575,0.1839080459770115,0.75,0.0,0.0,0.0,1.0,0.7545733656926299,0.010190518387239701
0.9721369021500659,0.3333333333333333,0.6595744680851063,0.853448275862069,0.5,0.5,0.0,0.0,0.0,0.8212348956251065,0.01063358440407621
0.14260640631856078,0.5,0.851063829787234,0.8793103448275862,0.75,0.0,0.0,0.0,1.0,0.7533596587276286,0.01063358440407621
0.31768319438350157,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.5,0.5,0.0,0.0,0.0,0.82053554162797,0.011076650420912718
0.19043440105309348,0.5,0.851063829787234,0.8793103448275862,0.75,0.0,0.0,0.0,1.0,0.7519589120868575,0.011076650420912718
0.9644580956559895,0.3333333333333333,0.6808510638297872,0.5172413793103449,0.0,0.75,0.0,0.0,0.0,0.8177610419910337,0.011519716437749227
0.04892496709082931,0.25,0.8085106382978723,0.08045977011494253,0.75,0.75,0.0,0.0,1.0,0.7490262576932194,0.011519716437749227
0.8615620886353664,0.3333333333333333,0.6595744680851063,0.853448275862069,0.0,0.75,0.0,0.0,0.0,0.8150445578122936,0.011962782454585737
0.24572180781044317,0.25,0.8085106382978723,0.048850574712643674,0.75,0.0,0.0,0.0,1.0,0.7483868349907488,0.011962782454585737
0.16059675296182535,0.25,0.8085106382978723,0.07183908045977011,0.75,0.75,0.0,0.0,0.0,0.8118229314179426,0.012405848471422246
0.709082931110136,0.8333333333333333,0.9361702127659575,0.1839080459770115,0.75,0.0,0.0,0.0,1.0,0.747090034759414,0.012405848471422246
0.4458095655989469,0.25,0.8085106382978723,0.21839080459770116,0.0,0.75,0.0,0.0,0.0,0.8110582179228123,0.012848914488258754
0.2933304080737165,0.25,0.8085106382978723,0.09770114942528735,0.75,0.0,0.0,0.0,1.0,0.7447498159507486,0.012848914488258754
0.5498025449758667,0.25,0.8085106382978723,0.20402298850574713,0.5,0.5,0.0,0.0,0.0,0.8100245013378555,0.013291980505095263
0.10136024572180781,0.41666666666666663,0.8297872340425532,0.8419540229885057,0.75,0.0,0.0,0.0,1.0,0.7393722103548162,0.013291980505095263
0.7685388328214129,0.25,0.8085106382978723,0.13793103448275862,0.5,0.5,0.0,0.0,0.0,0.8089360851655134,0.013735046521931771
0.2343132953049583,0.25,0.8085106382978723,0.9885057471264368,0.75,0.75,0.0,0.0,1.0,0.7390931122805191,0.013735046521931771
0.5528740675734971,0.25,0.8085106382978723,0.21839080459770116,0.5,0.5,0.0,0.0,0.0,0.8059698545096592,0.01417811253876828
0.10114085125054849,0.9166666666666666,0.9574468085106382,0.8706896551724138,0.75,0.0,0.0,0.0,1.0,0.7368965075209966,0.01417811253876828
0.31526985519964895,0.9166666666666666,0.7234042553191489,0.5632183908045977,0.0,0.75,0.0,0.0,0.0,0.804045961702871,0.014621178555604788
0.9692847740236946,0.5,0.851063829787234,0.8563218390804598,0.0,0.75,0.0,0.0,1.0,0.7349994364247721,0.014621178555604788
0.152917946467749,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.75,0.75,0.0,0.0,0.0,0.8032914414402357,0.015064244572441297
0.22992540587977184,0.25,0.8085106382978723,0.13793103448275862,0.75,0.75,0.0,0.0,1.0,0.7338829704415664,0.015064244572441297
0.6083808688021062,0.41666666666666663,0.8297872340425532,0.867816091954023,0.0,0.75,0.0,0.0,0.0,0.8029061618139552,0.015507310589277805
0.7119350592365072,0.25,0.8085106382978723,0.16954022988505746,0.75,0.0,0.0,0.0,1.0,0.7309057605690252,0.015507310589277805
0.49670908293111016,0.75,0.9148936170212766,0.19827586206896552,0.0,0.75,0.0,0.0,0.0,0.8019506997801478,0.015950376606114314
0.7077665642825801,0.9166666666666666,0.7234042553191489,0.8247126436781609,0.75,0.0,0.0,0.0,1.0,0.7306859797392433,0.015950376606114314
0.8617814831066257,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.796653633001924,0.01639344262295082
0.1899956121105748,0.25,0.10638297872340426,0.08908045977011494,0.75,0.0,0.0,0.0,1.0,0.7296776602685013,0.01639344262295082
0.4962702939885915,0.25,0.8085106382978723,0.21839080459770116,0.5,0.5,0.0,0.0,0.0,0.794727529614595,0.01683650863978733
0.24637999122422116,0.41666666666666663,0.8297872340425532,0.867816091954023,0.75,0.0,0.0,0.0,1.0,0.7295165826330847,0.01683650863978733
0.6081614743308469,0.25,0.8085106382978723,0.9885057471264368,0.0,0.75,0.0,0.0,0.0,0.7939964169436871,0.017279574656623838
0.61364633611233,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,1.0,0.7276769620689187,0.017279574656623838
0.23080298376480912,0.25,0.8085106382978723,0.20402298850574713,0.75,0.75,0.0,0.0,0.0,0.7917801134553444,0.017722640673460348
0.49605089951733217,0.25,0.8085106382978723,0.20402298850574713,0.0,0.75,0.0,0.0,1.0,0.726812109275284,0.017722640673460348
0.20293988591487494,0.25,0.8085106382978723,0.20402298850574713,0.75,0.75,0.0,0.0,0.0,0.7914109219430012,0.018165706690296855
0.1428258007898201,0.41666666666666663,0.8297872340425532,0.8419540229885057,0.75,0.0,0.0,0.0,1.0,0.7257194929999142,0.018165706690296855
0.8644142167617376,0.3333333333333333,0.6595744680851063,0.7040229885057471,0.0,0.75,0.0,0.0,0.0,0.7906360889013948,0.018608772707133365
0.6891180342255375,0.9166666666666666,0.7234042553191489,0.6264367816091954,0.75,0.0,0.0,0.0,1.0,0.7251374225814784,0.018608772707133365
0.862000877577885,0.3333333333333333,0.6595744680851063,0.8764367816091954,0.0,0.75,0.0,0.0,0.0,0.7905067945017556,0.01905183872396987
0.29640193067134707,0.25,0.8085106382978723,0.20402298850574713,0.75,0.75,0.0,0.0,1.0,0.7229283648849085,0.01905183872396987
0.8786748573935937,0.25,0.8085106382978723,0.20402298850574713,0.5,0.5,0.0,0.0,0.0,0.79011773232655,0.019494904740806382
0.9153137340939008,0.9166666666666666,0.7234042553191489,0.6264367816091954,0.0,0.75,0.0,0.0,1.0,0.7198900693034194,0.019494904740806382
0.7836770513383063,0.9166666666666666,0.7021276595744681,0.6580459770114943,0.0,0.75,0.0,0.0,0.0,0.7855094824448834,0.01993797075764289
0.1906537955243528,0.41666666666666663,0.8297872340425532,0.867816091954023,0.75,0.0,0.0,0.0,1.0,0.7193305713685068,0.01993797075764289
0.9686265906099166,0.5,0.851063829787234,0.8793103448275862,0.5,0.5,0.0,0.0,0.0,0.78402360389128,0.0203810367744794
