اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
الثانوية الحادية والأربعون بمكة المكرمة ( نظام المقررات ),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم شرق مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.138888,337
الثانوية السادسة بالمبرز. - مقررات,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالمبرز,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.847639,338
الثانوية الثانية بخميس مشيط - نظام مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,خميس مشيط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.125,338
الثانوية الحادية والأربعون بمكة المكرمة ( نظام المقررات ),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم شرق مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.840909,339
ثانوية الأبناء البحرية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.124087,339
الثانوية الأولى بالبكيرية - مقررات,القصيم,إدارة التعليم بمحافظة البكيرية,البكيرية,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.834532,340
الثانوية الثامنة والعشرون بمكة المكرمة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم جنوب مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.122302,340
الثانوية الأولى بالراكة - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخبر,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.825342,341
ثانوية أم المؤمنين جويرية بنت الحارث - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.1,341
ثانوية المجد الأهلية - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,البديعة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.823076,342
الثانوية الرابعة والعشرون بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم شرق الدمام,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.09589,342
ثانوية اليسر العالمية,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,تعليم عالمي,تعليم عالمي بنات,بنات,قدرات,علمي,74.821276,343
ثانوية عرقة - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.092857,343
الثانوية الثالثة بينبع الصناعية (نظام مقررات ),المدينة المنورة,إدارة التعليم بمحافظة ينبع,مكتب التعليم جنوب ينبع,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.816091,344
الثانوية الأولى بالهفوف مقررات.,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالهفوف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.085271,344
الثانوية الثانية ( مقررات ),الرياض,إدارة التعليم بمحافظة الزلفي,الزلفي,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.790909,345
ثانوية الطلعة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم خليص,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.078651,345
الثانوية السابعة والاربعون نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.766071,346
الثانوية العشرون بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.065217,346
الثانوية الرابعة نظام مقرارات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.762637,347
الثانوية الرابعة بالخفجي (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخفجي,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.061349,347
ثانوية رؤية المستقبل الأهلية نظام مقررات,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالهفوف,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.726591,348
الثانوية الثلاثون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.052083,348
الثانوية الثالثة والثلاثون بمكة المكرمة (نظام المقررات),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم شرق مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.720357,349
ثانوية صفية بنت الخطاب (مقررات),الرياض,الإدارة العامة للتعليم بمنطقة الرياض,جنوب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.043715,349
الثانوية الثامنة والعشرون 28 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,الشفا,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.704347,350
الثانوية التاسعة بالطائف (مقررات),مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.042056,350
الثانوية الثالثة بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شرق المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.700245,351
الثانوية التاسعة والعشرون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.03398,351
ثانوية المتقدمة الأهلية - مقررات - العقيق,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.688953,352
ثانوية تحفيظ  القرآن بالمظيلف - مقررات,مكة المكرمة,إدارة التعليم بمحافظة القنفذة,مكتب التعليم بالمظيلف,حكومي,تحفيظ بنات,بنات,قدرات,نظري,72.017543,352
الثانوية الأولى بأم الحمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.683417,353
